6.166211608103280284e-01,-7.601068295989139578e-01,-2.276582383315755020e-01,6.905593072707998381e-01,-8.441566250784282577e-02
6.166211608103280284e-01,-7.601068295989139578e-01,-2.276582383315755020e-01,6.905593072707998381e-01,-1.718937482167341990e-01
6.166211608103280284e-01,-7.601068295989139578e-01,-2.276582383315755020e-01,6.905593072707998381e-01,-1.260190190253199782e-01
6.166211608103280284e-01,-7.601068295989139578e-01,-2.276582383315755020e-01,6.905593072707998381e-01,-2.708344083694161353e-01
6.166211608103280284e-01,-7.601068295989139578e-01,-2.276582383315755020e-01,6.905593072707998381e-01,-1.645583725722099544e-01
6.166211608103280284e-01,-7.601068295989139578e-01,-2.276582383315755020e-01,6.905593072707998381e-01,-4.801058680873562801e-01
6.166211608103280284e-01,-7.601068295989139578e-01,-2.276582383315755020e-01,6.905593072707998381e-01,-6.007080562964511872e-01
6.166211608103280284e-01,-7.601068295989139578e-01,-2.276582383315755020e-01,6.905593072707998381e-01,-6.410133155993764653e-01
6.166211608103280284e-01,-7.601068295989139578e-01,-2.276582383315755020e-01,6.905593072707998381e-01,4.175961833927108735e-01
6.166211608103280284e-01,-7.601068295989139578e-01,-2.276582383315755020e-01,6.905593072707998381e-01,-4.857210095408667216e-01
-5.402194559876998259e-01,-2.541859705534730285e-01,2.846387249816662024e-01,1.252675435904970769e-02,-5.057377908317685078e-01
-5.402194559876998259e-01,-2.541859705534730285e-01,2.846387249816662024e-01,1.252675435904970769e-02,-3.436151702147730025e-01
-5.402194559876998259e-01,-2.541859705534730285e-01,2.846387249816662024e-01,1.252675435904970769e-02,-4.026680767325340193e-01
-5.402194559876998259e-01,-2.541859705534730285e-01,2.846387249816662024e-01,1.252675435904970769e-02,-4.276245996502758828e-01
-5.402194559876998259e-01,-2.541859705534730285e-01,2.846387249816662024e-01,1.252675435904970769e-02,-3.563497331665119727e-01
-5.402194559876998259e-01,-2.541859705534730285e-01,2.846387249816662024e-01,1.252675435904970769e-02,-2.590037823381967086e-01
-5.402194559876998259e-01,-2.541859705534730285e-01,2.846387249816662024e-01,1.252675435904970769e-02,-3.224336340732396056e-01
-5.402194559876998259e-01,-2.541859705534730285e-01,2.846387249816662024e-01,1.252675435904970769e-02,-3.479245975656949375e-01
-5.402194559876998259e-01,-2.541859705534730285e-01,2.846387249816662024e-01,1.252675435904970769e-02,-3.704146393672956838e-01
-5.402194559876998259e-01,-2.541859705534730285e-01,2.846387249816662024e-01,1.252675435904970769e-02,-4.605258613548823265e-01
4.774499647312002715e-02,7.396544398818367672e-01,-7.057080728056437380e-01,1.670416219399939450e-02,9.736292301493548740e-02
4.774499647312002715e-02,7.396544398818367672e-01,-7.057080728056437380e-01,1.670416219399939450e-02,1.353499011550484965e-01
4.774499647312002715e-02,7.396544398818367672e-01,-7.057080728056437380e-01,1.670416219399939450e-02,6.332395589592367813e-01
4.774499647312002715e-02,7.396544398818367672e-01,-7.057080728056437380e-01,1.670416219399939450e-02,2.499286561471025514e-01
4.774499647312002715e-02,7.396544398818367672e-01,-7.057080728056437380e-01,1.670416219399939450e-02,3.238284932421464091e-01
4.774499647312002715e-02,7.396544398818367672e-01,-7.057080728056437380e-01,1.670416219399939450e-02,4.558937912746727217e-01
4.774499647312002715e-02,7.396544398818367672e-01,-7.057080728056437380e-01,1.670416219399939450e-02,5.698937367981059543e-01
4.774499647312002715e-02,7.396544398818367672e-01,-7.057080728056437380e-01,1.670416219399939450e-02,6.250506180923026678e-01
4.774499647312002715e-02,7.396544398818367672e-01,-7.057080728056437380e-01,1.670416219399939450e-02,3.087289927750808682e-01
4.774499647312002715e-02,7.396544398818367672e-01,-7.057080728056437380e-01,1.670416219399939450e-02,3.358960424132306222e-01
